protein,DDA_APT_D5_1,DDA_APT_D5_2,DDA_APT_D5_3,DDA_APT_D6_1,DDA_APT_D6_2,DDA_APT_D6_3,DDA_APT_F7_1,DDA_APT_F7_2,DDA_APT_F7_3,DDA_APT_M8_1,DDA_APT_M8_2,DDA_APT_M8_3,DDA_FDU_D5_1,DDA_FDU_D5_2,DDA_FDU_D5_3,DDA_FDU_D6_1,DDA_FDU_D6_2,DDA_FDU_D6_3,DDA_FDU_F7_1,DDA_FDU_F7_2,DDA_FDU_F7_3,DDA_FDU_M8_1,DDA_FDU_M8_2,DDA_FDU_M8_3,DDA_NVG_D5_1,DDA_NVG_D5_2,DDA_NVG_D5_3,DDA_NVG_D6_1,DDA_NVG_D6_2,DDA_NVG_D6_3,DDA_NVG_F7_1,DDA_NVG_F7_2,DDA_NVG_F7_3,DDA_NVG_M8_1,DDA_NVG_M8_2,DDA_NVG_M8_3,DIA_APT_D5_1,DIA_APT_D5_2,DIA_APT_D5_3,DIA_APT_D6_1,DIA_APT_D6_2,DIA_APT_D6_3,DIA_APT_F7_1,DIA_APT_F7_2,DIA_APT_F7_3,DIA_APT_M8_1,DIA_APT_M8_2,DIA_APT_M8_3,DIA_BGI_D5_1,DIA_BGI_D5_2,DIA_BGI_D5_3,DIA_BGI_D6_1,DIA_BGI_D6_2,DIA_BGI_D6_3,DIA_BGI_F7_1,DIA_BGI_F7_2,DIA_BGI_F7_3,DIA_BGI_M8_1,DIA_BGI_M8_2,DIA_BGI_M8_3,DIA_FDU_D5_1,DIA_FDU_D5_2,DIA_FDU_D5_3,DIA_FDU_D6_1,DIA_FDU_D6_2,DIA_FDU_D6_3,DIA_FDU_F7_1,DIA_FDU_F7_2,DIA_FDU_F7_3,DIA_FDU_M8_1,DIA_FDU_M8_2,DIA_FDU_M8_3
Actin-related protein 2/3 complex subunit 3,6.82937770106649,6.61985838183651,5.87509876570802,7.5267739081856,6.85688575099636,6.5746164055196,7.21218659281647,6.4636023764862,6.51717440668271,7.0893089911748,6.74502804263379,6.63121209871383,6.7275353254683,6.10368759145257,6.45863646773558,7.66066254311402,7.08173961883329,7.34246798100684,7.20439779707665,7.4199763839367,6.91274504834486,6.99334683029399,6.95323739419176,6.68741381313419,6.2735081076171,6.48415203772469,6.25078644742222,6.92768679954009,6.85377243376915,6.79118348577387,6.76979930750992,6.87599279745266,6.90951519474925,6.80808667921989,6.67574431047091,6.54080791822534,7.13737818314453,6.93751785009581,7.02355535016515,7.67045126504776,7.69192154346411,7.99766304823229,7.5375758425233,7.85292797077657,7.7594208254025,7.38783826486087,7.59620117041923,7.78874664844167,6.03622318330386,6.0702312708598,6.48441737333603,6.50743179002968,6.63584438953317,6.82395365036287,6.3556399647391,7.11161653970268,7.02825099514545,6.52302139330757,6.72996159453199,6.82884540020534,6.66770973410236,6.72509458429407,6.77203710337596,7.2716281475944,7.1203213772263,7.32040734047787,7.09734617697562,7.30399194256875,7.36839109592988,7.02427736367976,7.18635333421664,7.21505455778243
Actin-related protein 2/3 complex subunit 4,6.96984917037108,6.75760442850146,6.00389638945184,7.68030456475678,6.99812058344382,6.71348058056438,7.35830208691501,6.5973686354373,6.65629850495656,7.23577989398819,6.88740728308455,6.77243791675401,6.86999717103629,6.23312006417739,6.59744332205571,7.81489038617091,7.22809086319165,7.4943203585285,7.35150663372275,7.57458412227957,7.05955713230428,7.14080353411299,7.1034703353644,6.83357765877528,6.40739049333048,6.62097953730601,6.38474908138736,7.07000802598532,6.99541261894824,6.92852873310684,6.90762978087713,7.01709198581997,7.05083072794582,6.9488749822781,6.81325162195211,6.6788334981689,7.28103620863356,7.07331847940464,7.16198713564312,7.81932995310876,7.83895129163468,8.14760350755269,7.6824108335636,8.00110952149021,7.9046061771686,7.53341323823106,7.74427004234927,7.94152514224705,6.16161747666824,6.19580184525453,6.61814279918282,6.64187479634546,6.77357833471487,6.96117940706538,6.48764675416935,7.24405004289434,7.16792940916934,6.65609149494838,6.86971598838583,6.96813277274265,6.80404965191582,6.86599186113588,6.91274481528693,7.41680608577678,7.26388965857391,7.46548896032471,7.23952875627456,7.44833504865072,7.51275660799904,7.16889069084851,7.33160528124945,7.35957892414161
Actin-related protein 2/3 complex subunit 5,7.14128171993202,6.93404065659619,6.18898887279112,7.83506796569057,7.15750822283715,6.87329183914624,7.52287365497316,6.76372578683459,6.82799397438943,7.39450393563853,7.05634989558137,6.94170648880343,7.04440105290336,6.42078928680571,6.76984653242649,7.97651439022899,7.39109213373067,7.65165918255821,7.51427220765615,7.73220386916175,7.2124221733769,7.30543386978669,7.2696279807302,6.98929473686868,6.57123355917149,6.78367575574752,6.55714520999759,7.22919178824515,7.15369377594317,7.09616100278664,7.06425350113694,7.1781011158134,7.21249910086946,7.10953885493441,6.9790670324151,6.84512497223034,7.44084593780568,7.24748656485288,7.33639937948643,7.97521662296895,8.00074334430101,8.31184153168254,7.84526970898255,8.16547908731524,8.07084915777357,7.68827417148889,7.90001724082844,8.09638932548621,6.33840551057531,6.37514234927886,6.79198922048961,6.80714036865417,6.93380660829859,7.12722556064551,6.65311763405494,7.4246772329113,7.32518503224234,6.81961637878164,7.03061407607191,7.13460273915374,6.96792105536784,7.02605633486444,7.0731070112908,7.56512786858265,7.41368297155583,7.61211292884198,7.38643562902377,7.59489088507963,7.65898487789006,7.31915315963728,7.47989431069183,7.51043588612203
Actin-related protein 3,7.22948144793596,7.02311901210359,6.28026698757102,7.92111232665352,7.25242806176081,6.97329295719106,7.60750712710185,6.86080402823311,6.91714702509067,7.4863342880184,7.14632023810971,7.03389947053297,7.13386194250594,6.50787664203702,6.86287166497335,8.06094631098485,7.47989364973491,7.74413783298556,7.60326387268685,7.82230525166511,7.30896263800442,7.39562817484639,7.35879058027294,7.09012302271384,6.67470286027961,6.88518074985748,6.65722326650961,7.32603656920163,7.25237356093659,7.19202650510673,7.16547578757958,7.27591648007293,7.30949106023405,7.20836606634237,7.07728723991659,6.94668007939301,7.53618129430514,7.33991925371048,7.42635407201682,8.06848604156171,8.09093158804637,8.39616522356158,7.93766320287856,8.25184935795755,8.15701929375946,7.78645315249478,7.99606625231096,8.1883438286055,6.4407445716029,6.47460397298835,6.88805734725127,6.90909894863014,7.03690633108085,7.2245272577125,6.75723828662352,7.51665415980406,7.42633675119983,6.92377319632909,7.13171886440051,7.23283790609204,7.07550562248367,7.13636044674351,7.1828901245245,7.67660037064306,7.52787874295629,7.7265038852905,7.50249413589707,7.7102900654955,7.77357933859981,7.43344294920353,7.59435201917986,7.62299486675138
Activated RNA polymerase II transcriptional coactivator p15,6.88396816608,6.68242255800677,5.9601949872346,7.55894512524916,6.90127110173259,6.62821073646054,7.25297782739895,6.5146803186573,6.58459927540038,7.13212247292081,6.80374265780869,6.69909768444915,6.79511962277267,6.18916671604749,6.52501191075301,7.70019610830279,7.13159522151699,7.39670474498237,7.24863660070613,7.47188011535918,6.96591258451192,7.05099401765283,7.02189296806194,6.75581337640201,6.33774438983505,6.54683256491009,6.33134510194079,6.9785382339245,6.90627751450884,6.85253824640001,6.8167610309466,6.93103401870647,6.96461418601443,6.86623875476258,6.73773150135451,6.61652306462318,7.17453055052507,6.98510825290252,7.07032175540842,7.69684686397007,7.7183626707613,8.01732178146192,7.56825117967276,7.87475116511164,7.77926965361097,7.41630093475127,7.62153386306964,7.81436730004084,6.11113366548438,6.1496718170621,6.55306791420935,6.57306434962603,6.69576273041989,6.88433437047477,6.42159509118593,7.16805075319472,7.07545199703123,6.58955848172176,6.79084817696557,6.89299528316499,6.73281885298644,6.78928763778297,6.83458559782299,7.32015461462698,7.17385532206642,7.36790617336026,7.14674638321392,7.35209137651194,7.41100972387248,7.07991392401803,7.23680221814417,7.2658331691345
Activator of 90 kDa heat shock protein ATPase homolog 1,6.74615076861276,6.54038330842995,5.80727276542142,7.42871728810376,6.76638382281339,6.48899087650213,7.12019712965494,6.37383682792178,6.44067026888593,7.00052084517924,6.66454536170053,6.55833602562965,6.65171934894637,6.04262093767248,6.37577615919925,7.56332680984828,6.99176828037952,7.26023456303304,7.11208675385686,7.333149709569,6.82537544416004,6.91157230692635,6.88192292325377,6.61680363061164,6.19356806236352,6.40171626614746,6.18279882598864,6.83725429231987,6.76433233417505,6.70443870587868,6.67570124343817,6.78706661772681,6.82147615180595,6.7226802047642,6.59337123922956,6.46853500770919,7.0454956408948,6.85472774768844,6.94070236434207,7.57319909878396,7.59487485919273,7.89361057287471,7.44244441829773,7.75054808009039,7.65524268216712,7.29101441329225,7.49986250877867,7.69522527448983,5.97969000972135,6.01346085352592,6.41593786483522,6.43826958460911,6.56052035000349,6.74821923561574,6.2855902132092,7.03707881336945,6.94284319745742,6.45919215687212,6.65940449441759,6.7641445619076,6.62724643996045,6.68079143341387,6.72422816655824,7.21006284832296,7.06587532680952,7.2591578219807,7.03731179881215,7.24268105934451,7.3002093917691,6.9739550853732,7.13067822446559,7.15686790066973
"Acyl-CoA dehydrogenase family member 9, mitochondrial",6.41600200002316,6.22806260002316,5.53723300002316,7.05690860002316,6.43079570002316,6.16598840002316,6.77022200002316,6.06713630002316,6.12467960002317,6.65193400002316,6.33856630002316,6.23126800002316,6.33042500002316,5.75114540002316,6.06704300002316,7.19091270002316,6.64991200002317,6.88724700002316,6.76765730002316,6.96648400002316,6.47960300002317,6.56975360002316,6.53561500002317,6.27828740002316,5.87085600002316,6.06540100002316,5.86063300002317,6.47930500002316,6.40824170002316,6.35597850002317,6.32457700002317,6.43137170002316,6.46418200002316,6.36625580002316,6.24864340002316,6.12539900002316,6.69958160002316,6.52891900002317,6.61147930002317,7.20023440002316,7.22548340002316,7.50777900002316,7.08350100002316,7.37766800002316,7.28725100002316,6.92810700002316,7.12819800002317,7.31366900002317,5.70351900002316,5.73150350002316,6.10566570002316,6.12086060002316,6.23580000002316,6.41721100002317,5.97959400002316,6.69955060002316,6.60060900002316,6.13336750002316,6.32680850002316,6.42677000002316,6.29285670002316,6.33865500002316,6.37914130002316,6.83575770002317,6.69492500002316,6.87593600002316,6.66931150002316,6.86052270002316,6.91622500002316,6.60638950002316,6.75319400002316,6.78205800002316
Acyl-CoA-binding protein,6.98777648155331,6.77735003549842,6.02603088759915,7.69210825160848,7.01731234111342,6.73402604046324,7.37493737327646,6.62073379258459,6.67595840221012,7.25006612527462,6.90526070448747,6.79031352339711,6.89349417011827,6.26630173620408,6.6234711977778,7.83754644932386,7.25149287691055,7.51719962773999,7.37541832801232,7.59774472981649,7.08274677333923,7.16249173345775,7.12439140565058,6.85246251947619,6.43067910625586,6.64512396672244,6.41067715682845,7.0948637674053,7.02050452780095,6.95669597584488,6.93354924466584,7.04372526305248,7.07797521007547,6.97146338096475,6.83744552362852,6.70376515765353,7.29449645597753,7.09097306027757,7.17647234535277,7.83269241294579,7.85026741830785,8.15904253591537,7.69701275381876,8.01140344171615,7.91596800948786,7.54562699990124,7.75414546513615,7.94787123427494,6.17681831841189,6.21478276996302,6.63294893092527,6.65746755620721,6.7879675405008,6.9740074549405,6.50587946223316,7.2594975400598,7.18413344674155,6.67183317687887,6.88244395958799,6.98067684432978,6.81806176386256,6.88030628287508,6.92668143920143,7.42734461234718,7.27527416590101,7.47412584447807,7.25181793588362,7.45899568597447,7.52361326342607,7.18066666810321,7.34115035318155,7.36883866486872
Acyl-protein thioesterase 1,6.53159709712672,6.32759674069603,5.61071381306806,7.20618726226086,6.56167764755439,6.29149484440303,6.90197969398037,6.181417528411,6.23155155232448,6.78584206111735,6.45151509463114,6.34446183161263,6.44185548152118,5.84161492612052,6.17985218568924,7.3426095476073,6.78079114570944,7.03197462562461,6.90053689506818,7.1100707896301,6.61787830963868,6.69745202936896,6.65892911747819,6.39964424393169,6.01984929941649,6.22417168227541,5.99910055754938,6.64761580837186,6.57657649161101,6.52146792967046,6.49146503151181,6.60062208447936,6.6332625129628,6.53658001907192,6.40870560938594,6.2817965525964,6.82879327968288,6.63341646424608,6.71657315973305,7.34319779240594,7.36262181308251,7.6609745034804,7.21456579909319,7.51838656214572,7.42584315316911,7.0692130053973,7.26953559492708,7.4563199899741,5.75092329330599,5.7891589014363,6.19209467524888,6.21290788971106,6.33690474521142,6.51928604350701,6.06675194411347,6.7961975042138,6.7166956580478,6.22791727970497,6.42825440754055,6.52323584110266,6.364921028087,6.42264917550927,6.46842319059944,6.94528139807344,6.80025068875102,6.99312971753637,6.77804483724124,6.97851075710983,7.04160574458148,6.70845060329486,6.86243965413749,6.89059296283371
Acylamino-acid-releasing enzyme,6.65357700002413,6.45914550002413,5.74927330002413,7.30985400002413,6.65909340002413,6.38856270002413,7.01281400002414,6.28035800002413,6.35566760002413,6.89173750002413,6.57325300002414,6.47008470002414,6.57003100002413,5.97095540002413,6.29502100002414,7.45317700002414,6.89093350002413,7.14607600002413,7.00828740002414,7.22379300002413,6.71597800002413,6.81319200002414,6.78438400002414,6.51233530002413,6.09022760002413,6.29406830002414,6.09304400002414,6.71622940002413,6.64416650002413,6.59975600002414,6.55119230002414,6.67096000002413,6.70656730002413,6.60873130002413,6.48804140002415,6.37068800002414,6.94055650002413,6.76730400002415,6.85154100002413,7.46103000002414,7.48752260002414,7.78021200002413,7.33999600002414,7.64363800002413,7.54808000002413,7.17841960002415,7.38672500002415,7.58038570002415,5.93209930002413,5.96716300002415,6.35150600002413,6.36512230002413,6.47969870002413,6.67179800002415,6.21361830002413,6.96606200002413,6.85006670002414,6.38153300002414,6.57560160002413,6.68590600002413,6.53281600002413,6.57589900002413,6.61864470002413,7.08270500002413,6.94376130002413,7.12986140002413,6.91136000002413,7.11268420002413,7.16927240002413,6.85038000002413,7.00399900002413,7.03350500002413
Adenine phosphoribosyltransferase,7.03686921778302,6.8256878109162,6.0694684737957,7.74513539935679,7.05796190497915,6.76788511167599,7.42705835668739,6.66018856930017,6.7162429212063,7.29860103699321,6.94997363374201,6.83240543528242,6.93883874113365,6.30131352860015,6.65841762659132,7.88749786672654,7.2947404789795,7.55253810008588,7.42296416785045,7.63769865029259,7.11038727524084,7.20617279304574,7.16351000974313,6.88219918426966,6.46121025427804,6.67432698954818,6.44543187587786,7.12629401842255,7.04955184773063,6.99219903550864,6.96073124498077,7.07467146166453,7.1102886508806,7.00317222318041,6.87336667755339,6.73748662034292,7.34513962834629,7.14726695575943,7.2380686586208,7.89280823315513,7.92109274161749,8.23492690553327,7.76292095676488,8.08861838014341,7.99268145145304,7.59823114445512,7.81523290483,8.01476438248207,6.22440428180588,6.26032065188606,6.68199168105581,6.69847584937588,6.82886968012549,7.02513034452331,6.54415300390314,7.3279514306412,7.23025749484224,6.70984178113762,6.92481193219272,7.02916113684753,6.86845649248982,6.92772657828553,6.97599823504049,7.48134546006372,7.32469312534006,7.53002248877227,7.3002506354349,7.51207556846872,7.57698437832317,7.22869757286551,7.39151082614859,7.42414783484717
Adenosine deaminase,6.72337613639524,6.52205308966609,5.80478176730761,7.39477512268229,6.75128681835202,6.48435972377995,7.09213363660244,6.37336971306157,6.42877044218647,6.97470115931561,6.64610743021446,6.53743843904414,6.62594169561746,6.03140752717156,6.37050564531894,7.5206753667203,6.96488504548712,7.22215517498074,7.08024525093033,7.29451334519367,6.80680131534425,6.88206796659157,6.84729656840958,6.59283454759136,6.19316987586606,6.39690072736752,6.16912326152332,6.82549916861526,6.75396053032681,6.68952674178235,6.67250203368606,6.77424357693416,6.80542630682593,6.70947497824097,6.57856983525605,6.45074258999037,7.01188527817195,6.81401282655593,6.89382184134614,7.51778505303138,7.53453870789124,7.82903599724466,7.38761384583417,7.68994038628546,7.59851088606395,7.24895533595431,7.44690627986609,7.63201428058061,5.95440754472817,5.98973368719468,6.38861696310691,6.41416274077828,6.53846326573207,6.71468189952735,6.26894443580418,6.98400896767535,6.91232629632822,6.43077799669054,6.62900973761665,6.72270901320141,6.55563352857323,6.61602618125526,6.66009504906232,7.13953814669381,6.99477133955576,7.18512707193312,6.9723028491019,7.17058236347729,7.23231721037669,6.90544805555835,7.05952257843734,7.08435250608101
Adenosine kinase,7.08907460002541,6.87389700002541,6.09820500002541,7.81220600002541,7.11842800002541,6.82824950002541,7.48997600002541,6.71443400002541,6.77124830002541,7.35971930002541,7.00294350002541,6.87967350002541,6.97791860002542,6.32966140002541,6.69932500002541,7.94050600002541,7.34434900002541,7.61170700002541,7.47223900002541,7.6940417000254,7.16791700002541,7.25148340002541,7.20968060002541,6.9381520000254,6.49474300002541,6.71303200002541,6.46696040002542,7.17868950002541,7.10129500002541,7.02970460002542,7.01419540002542,7.1224910000254,7.15732000002541,7.04697400002541,6.90866470002541,6.76537300002541,7.41190050002541,7.20124400002541,7.28717200002541,7.95685100002541,7.97529100002542,8.29272000002541,7.81748500002542,8.14506800002542,8.04900000002541,7.66566000002542,7.87901970002541,8.07792800002542,6.26483870002541,6.29850770002542,6.73091000002541,6.75573540002541,6.89121700002541,7.08345940002541,6.60224700002541,7.3785890000254,7.29717870002541,6.76667800002541,6.98626850002541,7.08573900002541,6.9147940000254,6.98296980002541,7.03035970002541,7.54928300002541,7.39315200002541,7.59818740002541,7.36996700002541,7.58155870002541,7.64712200002541,7.29408700002541,7.46024940002541,7.4882740000254
Adenosylhomocysteinase,7.30786115779573,7.09750070525938,6.34671238469183,8.00942153667462,7.33194137174158,7.04744924974097,7.69074624157247,6.93401685673473,6.98964993729137,7.56708552610066,7.22347090985171,7.10967494868316,7.21182470164863,6.5798245216811,6.93492725535167,8.15225458107719,7.56403944471286,7.82834684483924,7.68713944946308,7.909440301277,7.39001300080385,7.47747261419712,7.44132869685188,7.16272683077756,6.74839096720022,6.96332759086747,6.73074276368654,7.41152073310456,7.33616709420062,7.27668679041071,7.24743610172626,7.36046412771564,7.39464366206503,7.29282369636804,7.1592570972874,7.02540410937065,7.61407240290031,7.41548526853996,7.50374015870634,8.15292280349692,8.17564548121481,8.48222687668276,8.0214181963554,8.3358330082559,8.23968310486581,7.86648244119848,8.07816512090312,8.27405498816344,6.50370525645781,6.53911035957459,6.95549903678197,6.97468060263895,7.10172763334106,7.29365110477416,6.82049633696737,7.59004282038484,7.49908329117841,6.99171357055184,7.19885289882877,7.30128476020119,7.13845606337685,7.19789320805647,7.24600527681552,7.74555626818721,7.59446375839304,7.79572899507803,7.56858202982669,7.7795799957706,7.84396828716728,7.49684039746932,7.6613384242857,7.6907617716695
Adenylosuccinate lyase,6.66027600002389,6.45180030002389,5.70278300002389,7.35483000002389,6.68086150002389,6.39394700002389,7.03856300002389,6.28511700002389,6.33684350002389,6.91479250002389,6.57226130002389,6.46035340002389,6.57533400002389,5.94317150002389,6.29490100002389,7.51333500002389,6.92153800002389,7.17948500002389,7.04794360002389,7.26322750002389,6.74067260002389,6.83547500002389,6.79520600002389,6.50823550002389,6.10316660002389,6.31521800002389,6.09515520002389,6.75869300002389,6.68316840002389,6.63120300002389,6.5936950000239,6.71054900002389,6.74538470002389,6.64248470002389,6.51437330002389,6.38428350002389,6.96146630002389,6.7736330000239,6.86290400002389,7.50648640002389,7.53556870002389,7.84508850002389,7.37991500002389,7.69692300002389,7.60057900002389,7.21404080002389,7.4298897000239,7.62587640002389,5.85566470002389,5.8898225000239,6.30588530002389,6.31860900002389,6.44382300002389,6.63816200002389,6.16297250002389,6.94199470002389,6.83864450002389,6.33310600002389,6.54165270002389,6.64561500002389,6.50666670002389,6.56254240002389,6.61196330002389,7.10309360002389,6.95267870002389,7.15472200002389,6.92597000002389,7.13871800002389,7.20254470002389,6.85339100002389,7.01723670002389,7.05142800002389
Adenylyl cyclase-associated protein,6.68860050002341,6.48536250002343,5.75312400002342,7.37012050002343,6.70075850002341,6.42204200002343,7.06137130002343,6.31093740002343,6.38174960002342,6.93721800002341,6.60383460002343,6.49777170002342,6.59809500002343,5.98076250002341,6.32001970002342,7.51851370002342,6.93801200002343,7.20265530002343,7.06094500002342,7.27937800002341,6.76412400002343,6.85579160002343,6.82675030002343,6.55870060002342,6.13428000002342,6.34567300002343,6.12546000002343,6.78896330002343,6.71364160002341,6.66056600002343,6.62554260002343,6.73974850002342,6.77491000002343,6.67387530002343,6.54271300002343,6.41671940002343,6.99143930002342,6.80717300002343,6.89741300002342,7.52742670002343,7.55816400002343,7.86754040002343,7.40314100002343,7.72269540002343,7.62654920002343,7.23853870002343,7.45407800002343,7.65236600002343,5.92638540002343,5.96116500002343,6.36942000002342,6.38593340002343,6.50876800002343,6.70419740002343,6.23248100002341,7.00136660002341,6.89369500002343,6.40193300002343,6.60759640002343,6.71634050002343,6.55869500002342,6.61270900002343,6.65717800002343,7.14596750002343,6.99736550002342,7.19367840002342,6.96733900002343,7.17715450002342,7.23622600002343,6.90156560002342,7.06034000002343,7.09283400002341
Adipocyte plasma membrane-associated protein,7.06791100002532,6.84821750002532,6.06678500002532,7.80216650002533,7.10307840002532,6.80975100002532,7.46887450002532,6.68966150002532,6.74315740002532,7.34315350002532,6.98337550002532,6.86330460002532,6.96668200002532,6.31206900002532,6.68990370002532,7.94316500002532,7.33778430002532,7.61379860002532,7.46575260002532,7.69486670002532,7.16632460002532,7.24810270002532,7.20467660002532,6.92524770002532,6.50043150002532,6.71944800002532,6.47748040002533,7.18082000002532,7.10323240002532,7.03569460002533,7.01388070002532,7.12574530002532,7.16083700002532,7.05574460002532,6.91732070002533,6.77853970002532,7.39359300002532,7.17883600002533,7.26748370002532,7.94901800002532,7.96818400002533,8.28510900002532,7.80823300002532,8.13368800002532,8.03411100002532,7.65464350002532,7.87027200002533,8.06944900002533,6.21981300002532,6.25522500002533,6.69279300002532,6.72270350002532,6.86142900002532,7.05346000002533,6.56268000002532,7.35057200002532,7.27713630002532,6.73719200002532,6.95582440002532,7.05342800002532,6.87988400002532,6.94759130002532,6.99789000002532,7.52427340002532,7.36336850002532,7.57713900002532,7.34206150002532,7.56146860002532,7.63237430002532,7.26165960002532,7.43248460002532,7.46303940002532
ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1,7.22710700002631,7.00400830002631,6.20557200002631,7.97911170002631,7.26724150002631,6.96826030002631,7.64313270002631,6.84942000002631,6.89283660002631,7.5109910000263,7.14263960002632,7.01376060002631,7.11374140002632,6.44606830002631,6.83505300002631,8.11109400002631,7.49775800002632,7.76682600002631,7.62559030002631,7.8581810000263,7.31572870002631,7.40067500002631,7.34903500002631,7.05864400002631,6.64931870002631,6.87311030002631,6.62014960002632,7.34561200002631,7.26669000002631,7.19577800002632,7.17771050002632,7.28894760002631,7.32366280002631,7.21130660002631,7.07179830002632,6.92498350002631,7.54615500002631,7.32314540002632,7.41163100002631,8.10564200002631,8.12050600002632,8.44050600002631,7.95962200002631,8.28688700002631,8.18723200002631,7.80708200002632,8.02317800002632,8.22368900002632,6.34326650002631,6.38707000002632,6.83201930002631,6.85998440002631,7.00109670002631,7.19482560002631,6.70130730002631,7.49136070002631,7.42206950002631,6.87132600002631,7.09704730002631,7.19390000002631,6.99575330002631,7.06871370002631,7.12028260002631,7.65124300002631,7.48798270002631,7.70314600002631,7.46787400002631,7.68594700002631,7.76050850002631,7.38950820002631,7.55827200002631,7.58890720002631
ADP-ribosylation factor 4,6.99067544359125,6.77829260952891,6.03171078000335,7.69667167255145,7.01860577101062,6.73244385364609,7.3789036313551,6.61940518066523,6.67410986109466,7.25397958080771,6.90616939653561,6.78722003703772,6.88820045172142,6.26324916150962,6.61616757037958,7.82894855905333,7.24586821554929,7.50811625214151,7.36811305903,7.58934381007913,7.07273040059215,7.15761745736989,7.11516664529108,6.83914688024402,6.42089214659775,6.63629258479204,6.40104739668282,7.09045418016805,7.01473620327091,6.94883978467095,6.92790314365596,7.03681891474465,7.06993702270622,6.96471622791473,6.83095283664596,6.69380850531933,7.30048925363026,7.09882139242699,7.18708818632717,7.83382661581537,7.85869043515208,8.16528488198635,7.7033949383026,8.0225245134713,7.92587515145144,7.54865434534344,7.75865139631522,7.95283412740604,6.18673511274554,6.21674922397554,6.63505190963084,6.65933248826476,6.79091890406681,6.9791659671349,6.50754259413418,7.27423179017651,7.1892611452833,6.67354756408214,6.88532729567333,6.98313233353432,6.81067185906361,6.87785983209446,6.92489672286537,7.43107535626361,7.27678816835116,7.48080164360847,7.25342680478896,7.4640620776851,7.53046050467911,7.18038973446756,7.34406926254396,7.37458564107913
ADP-ribosylation factor 5,6.86837340002466,6.65832420002466,5.89866640002466,7.57330270002466,6.88429360002466,6.59495800002466,7.25380750002466,6.48350570002466,6.54363900002466,7.12654500002466,6.78144300002466,6.66460040002466,6.77121260002467,6.12714500002466,6.48906500002466,7.71894840002466,7.12124870002466,7.38376600002466,7.24745300002466,7.46727400002466,6.93775300002466,7.03486400002466,6.99531650002466,6.70609570002466,6.29028700002466,6.50569440002466,6.27970900002467,6.95962000002466,6.88255700002466,6.82657430002467,6.79261160002467,6.90811820002466,6.94405200002466,6.83898000002466,6.70595070002467,6.57192100002466,7.17573800002466,6.98089740002467,7.07307340002466,7.72337340002466,7.75025130002466,8.06622900002467,7.59346100002466,7.91946840002466,7.82265140002466,7.42901130002467,7.64644700002467,7.84728050002467,6.05320550002466,6.09206900002468,6.51228100002466,6.52717100002466,6.65668440002466,6.85686060002467,6.37006500002466,7.16645000002466,7.06111760002466,6.53635840002466,6.74982500002466,6.85604600002466,6.69323870002466,6.75123600002466,6.80045700002466,7.30582700002466,7.15082600002466,7.35725100002466,7.12455270002466,7.33950330002466,7.40571260002466,7.05052570002466,7.21591100002466,7.25004770002466
ADP-ribosylation factor 6,6.45186950002315,6.25842430002315,5.54769000002316,7.10385900002316,6.45486300002315,6.18097600002316,6.80705600002316,6.07688700002316,6.14327860002316,6.68582530002314,6.36861850002316,6.26330700002316,6.37198350002316,5.76353200002315,6.09547420002315,7.26137700002316,6.69317050002316,6.94387700002316,6.80827000002315,7.02100130002314,6.51126150002316,6.61417340002316,6.58815050002316,6.30542800002316,5.89325670002315,6.09927370002316,5.89313840002316,6.52336600002316,6.45104300002315,6.40663700002316,6.36031500002316,6.47753700002315,6.51170000002315,6.41685960002316,6.29528860002316,6.17249440002316,6.73898360002315,6.57322170002316,6.66268000002316,7.26134540002316,7.29341800002316,7.58528470002315,7.14474900002316,7.44905600002316,7.35764030002316,6.97988270002316,7.19160750002316,7.38403940002316,5.70536000002316,5.73896600002316,6.13462830002315,6.14229300002315,6.25849340002316,6.45324950002316,5.98821260002315,6.76200770002315,6.63199500002315,6.15347400002316,6.35441260002316,6.46472640002315,6.31535300002315,6.36526700002316,6.41056300002315,6.87587930002316,6.73335080002315,6.92358600002315,6.70188700002315,6.90585230002315,6.96499160002316,6.63899700002315,6.79621550002315,6.83134650002315
ADP-ribosylation factor-like protein 1,6.24219040002312,6.04027200002311,5.32544760002312,6.90949340002312,6.26723500002312,5.99518200002312,6.60835270002312,5.89513600002312,5.93140400002312,6.48987670002312,6.15903600002312,6.04603150002312,6.15612600002312,5.54341900002312,5.89241360002312,7.05556200002312,6.49261000002312,6.72460700002312,6.61334300002312,6.80989030002312,6.31550800002312,6.40444200002312,6.35753870002312,6.08095930002312,5.74091530002312,5.94260100002312,5.72270600002312,6.36497740002312,6.29252400002312,6.24435760002312,6.21026900002312,6.31752400002312,6.34969400002312,6.25305030002312,6.12781200002312,5.99894000002312,6.53384640002312,6.35079430002312,6.43424650002312,7.04855630002312,7.07762800002312,7.37540400002312,6.92890450002312,7.23488860002312,7.14688800002312,6.77486230002312,6.97816200002312,7.16054300002312,5.46853600002312,5.50480200002312,5.90254450002312,5.91272740002312,6.03595730002312,6.22169300002312,5.76646900002312,6.51539040002312,6.42003800002312,5.92405500002312,6.12494660002312,6.22078000002312,6.06201550002312,6.11883640002312,6.16807500002312,6.63923650002312,6.49254600002312,6.69066670002312,6.47222660002312,6.67444560002312,6.74553500002312,6.39686000002312,6.55474200002312,6.58983300002312
