protein,DDA_APT_D5_1,DDA_APT_D5_2,DDA_APT_D5_3,DDA_APT_D6_1,DDA_APT_D6_2,DDA_APT_D6_3,DDA_APT_F7_1,DDA_APT_F7_2,DDA_APT_F7_3,DDA_APT_M8_1,DDA_APT_M8_2,DDA_APT_M8_3,DDA_FDU_D5_1,DDA_FDU_D5_2,DDA_FDU_D5_3,DDA_FDU_D6_1,DDA_FDU_D6_2,DDA_FDU_D6_3,DDA_FDU_F7_1,DDA_FDU_F7_2,DDA_FDU_F7_3,DDA_FDU_M8_1,DDA_FDU_M8_2,DDA_FDU_M8_3,DDA_NVG_D5_1,DDA_NVG_D5_2,DDA_NVG_D5_3,DDA_NVG_D6_1,DDA_NVG_D6_2,DDA_NVG_D6_3,DDA_NVG_F7_1,DDA_NVG_F7_2,DDA_NVG_F7_3,DDA_NVG_M8_1,DDA_NVG_M8_2,DDA_NVG_M8_3,DIA_APT_D5_1,DIA_APT_D5_2,DIA_APT_D5_3,DIA_APT_D6_1,DIA_APT_D6_2,DIA_APT_D6_3,DIA_APT_F7_1,DIA_APT_F7_2,DIA_APT_F7_3,DIA_APT_M8_1,DIA_APT_M8_2,DIA_APT_M8_3,DIA_BGI_D5_1,DIA_BGI_D5_2,DIA_BGI_D5_3,DIA_BGI_D6_1,DIA_BGI_D6_2,DIA_BGI_D6_3,DIA_BGI_F7_1,DIA_BGI_F7_2,DIA_BGI_F7_3,DIA_BGI_M8_1,DIA_BGI_M8_2,DIA_BGI_M8_3,DIA_FDU_D5_1,DIA_FDU_D5_2,DIA_FDU_D5_3,DIA_FDU_D6_1,DIA_FDU_D6_2,DIA_FDU_D6_3,DIA_FDU_F7_1,DIA_FDU_F7_2,DIA_FDU_F7_3,DIA_FDU_M8_1,DIA_FDU_M8_2,DIA_FDU_M8_3
Histone H3,6.95249130002484,6.73948960002484,5.97188140002484,7.66901500002484,6.97312070002484,6.68408100002484,7.34496600002484,6.56636430002484,6.63355300002484,7.21890500002484,6.86985160002484,6.75508900002484,6.85131450002484,6.20816370002484,6.56804600002484,7.80967760002483,7.21147600002484,7.48796750002484,7.33620450002484,7.56667380002483,7.03534840002484,7.12393760002484,7.09376240002484,6.81500340002484,6.37376980002484,6.59414000002484,6.35919330002484,7.05288460002484,6.97516700002484,6.91250850002484,6.88329270002484,7.00028470002484,7.03515050002484,6.92991500002484,6.79359960002484,6.66215500002484,7.26063970002484,7.05712560002484,7.14772220002484,7.80896140002484,7.83281400002484,8.15042000002484,7.67390400002484,7.99905630002484,7.90141400002484,7.51577230002484,7.73346900002484,7.93748600002484,6.13292740002484,6.16928670002484,6.59924550002484,6.61916000002484,6.75031300002484,6.94545840002484,6.46109060002483,7.24296670002484,7.15129140002484,6.63736720002484,6.85304400002484,6.95854570002484,6.78807800002484,6.84855100002484,6.89571570002484,7.40666500002484,7.25007600002484,7.45631170002484,7.22425370002484,7.43723700002484,7.50168900002484,7.15650560002484,7.32211450002484,7.35021800002484
Histone H4,6.99189599024308,6.78686109129349,6.04229946465546,7.68287043072692,7.00801864107779,6.72668511166251,7.37006622895547,6.61494842301264,6.67955549554666,7.24457298011298,6.90716994819839,6.79407272544031,6.89623855513194,6.27207648164941,6.61665259527856,7.82305745623791,7.24177498852595,7.50681160881435,7.364841705243,7.58735258609092,7.0683232688995,7.15717466287973,7.12376783822832,6.84969527104803,6.41363772394857,6.62655564411202,6.40495158313883,7.06883343107787,6.99308667760385,6.93693963949289,6.90329926427437,7.01813288800195,7.0531692683972,6.95101892801317,6.82226183291398,6.6933740077116,7.29652718113985,7.10734591454387,7.19642481002201,7.8328808414194,7.85722404662059,8.1626900854517,7.70313962528094,8.01830414050873,7.92217183733093,7.54337968099362,7.75552757144051,7.95655957276693,6.21066363677101,6.2440902095427,6.65676791624513,6.67351096343818,6.79856561208757,6.99320833726194,6.51806383483059,7.29186660752484,7.18791949119735,6.68662946024278,6.8966330997597,7.00373806911693,6.84627973911532,6.90173273426477,6.9466590967151,7.43942965353376,7.29016090144653,7.48688411592214,7.26056293138336,7.46979917934647,7.5317195454758,7.19472512218122,7.35435277046974,7.38543182877258
Histone-binding protein RBBP4,6.86282934143919,6.65269013086551,5.90475822604002,7.55927721686121,6.88632760741088,6.60337870442923,7.24318007380503,6.489218792928,6.54552294134851,7.12041369870119,6.77819726060633,6.66407772454128,6.76261593594168,6.13170677965848,6.48600188279595,7.69784393901221,7.11169322903681,7.37817378032786,7.23474037585802,7.4545303678052,6.93953301169949,7.02583687777061,6.98975703631984,6.71668441621238,6.3142640566695,6.52673709262984,6.29695166252282,6.97364359768198,6.89849707477271,6.83972582320003,6.81091014654509,6.92219688318911,6.95691619240528,6.85397401690731,6.72090776452942,6.58897794133226,7.16863582054889,6.97161434260714,7.058889146563,7.70564367212936,7.72929614599681,8.03987960680053,7.57358896585776,7.89168055314651,7.79733253833089,7.42058112184321,7.63205259424205,7.8279857410966,6.06049129499016,6.10052699308521,6.51755045362022,6.53770113716489,6.66603199049644,6.85664299439884,6.3823925292297,7.14967277374434,7.05969103300572,6.55427916767397,6.76124288761867,6.86317566786992,6.70343063716753,6.76529890541469,6.81263344142517,7.31028816481911,7.15999767748939,7.36140029200421,7.13526799319992,7.34433333031293,7.40913215189122,7.06540041715714,7.22794964492691,7.25669287007679
Histone-binding protein RBBP7,6.39763070002269,6.20307160002269,5.48879600002269,7.05341700002269,6.41003130002269,6.13891200002269,6.75682640002269,6.03074930002269,6.09394450002269,6.63822170002269,6.31671050002269,6.21140100002269,6.31490900002269,5.70720770002269,6.03802300002269,7.19814600002269,6.63562970002269,6.89468500002269,6.75486850002269,6.96908950002269,6.46274380002269,6.55994130002269,6.52834400002269,6.25735950002269,5.84856130002269,6.05318930002269,5.84549240002269,6.47569100002269,6.40496830002269,6.35824700002269,6.31517200002269,6.43091000002269,6.46574970002269,6.36833760002269,6.24692630002269,6.12751100002269,6.69114100002269,6.52168100002269,6.60574700002269,7.21584900002269,7.24582300002269,7.53830600002269,7.09441200002269,7.39924240002269,7.30568200002269,6.93486500002269,7.14598270002269,7.33695130002269,5.65432930002269,5.68543700002269,6.08488660002269,6.10021400002269,6.21982960002269,6.40907300002269,5.94866200002269,6.71462060002269,6.59533500002269,6.11421780002269,6.31592460002269,6.42102530002269,6.29364600002269,6.34577370002269,6.39198000002269,6.86671160002269,6.72282100002269,6.91791730002269,6.69434550002269,6.90029430002269,6.95796600002269,6.62975800002269,6.78679940002269,6.81960960002269
"HLA class II histocompatibility antigen, DR alpha chain",6.81211566769083,6.60233714441937,5.8550098796834,7.51245312084809,6.83921298894915,6.55500468854766,7.19605341079367,6.44430088520286,6.49785186612321,7.07425042213838,6.72768327568657,6.61160437640386,6.71354596645262,6.08148324095013,6.4406969636747,7.64658978702406,7.06461452330035,7.32201742720483,7.18962386648359,7.40414868416365,6.89042206293714,6.97750819405337,6.93384002366462,6.6665298290102,6.25796904512222,6.46956077891195,6.23501811429596,6.91816783260374,6.84282842062825,6.78039451978931,6.75751352668307,6.86643092806155,6.89991687525661,6.79733362696832,6.66335233030661,6.52633170948032,7.12916600987208,6.92636848625609,7.01185246025989,7.66040789269767,7.68119844841523,7.98930090279043,7.52704219407087,7.8443438491485,7.7502040739866,7.37874603276095,7.58710732979138,7.7788537187415,6.02041389821032,6.05172473855801,6.47228435195641,6.49316324041894,6.62501030237186,6.81368940478815,6.34231020886997,7.10749405428035,7.01882817337346,6.50436459444861,6.71821555374346,6.8160767278999,6.66186073630045,6.72433872181716,6.77236831244392,7.2739756255386,7.12279538791759,7.32430728874306,7.09863737616222,7.30846802025523,7.37037921656782,7.02547070441193,7.18783398521522,7.21756947512232
"HLA class II histocompatibility antigen, DR beta 5 chain",6.7287458737614,6.52668686084323,5.80451048306104,7.40500909943401,6.74541967569816,6.4702670456139,7.09832898382416,6.35994949122926,6.4224170935557,6.97687386983262,6.64683135403349,6.53784173944173,6.63174449508111,6.02613433886831,6.36392725570013,7.53737277486004,6.96741281726142,7.22798908511001,7.08526137015495,7.30305046979845,6.79817561950106,6.88573013661132,6.85447481551784,6.58693678375708,6.17810512131505,6.38564884704515,6.16759263758053,6.8166543088435,6.74435894375866,6.68977403364008,6.65661872556283,6.7673787042945,6.80159018703468,6.70431766263736,6.57591066195688,6.45085539970621,7.02206890181489,6.83008601178502,6.91725421401535,7.54390634636425,7.56900604998791,7.8724749911165,7.41648623968227,7.73154840941872,7.63677659128051,7.2631470251562,7.4700476933167,7.66410608042158,5.95927946777296,5.99478500571284,6.39715974470885,6.41874636240127,6.53966177884576,6.72463502868363,6.26841976874536,7.01191779660095,6.91734916477715,6.43530348508029,6.63416179645306,6.73819619592686,6.57496971924927,6.63299324256489,6.67752616373975,7.15955419773779,7.0182341542854,7.20683212762248,6.98905331307128,7.19047283771537,7.2483805274636,6.92697021153226,7.08178618756518,7.10826520318253
"Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial",6.90442607663597,6.69199797121859,5.9355133720985,7.61344115794268,6.93421593280432,6.64919930309461,7.29433132950756,6.53781230829507,6.58642263524547,7.16894073529283,6.81940877288954,6.70042525132389,6.79887660368956,6.1598582427832,6.52704531592682,7.74477617832275,7.15682273404059,7.41397925786949,7.28316613278419,7.49944614436262,6.98074246497268,7.06741863880456,7.0221142535227,6.74985239487056,6.34311399784027,6.55603511388647,6.32090925936101,7.00496014041857,6.92974563741123,6.86802829726561,6.84344802935175,6.95306678573271,6.98734737380458,6.88172415988471,6.74969790744849,6.61271715437553,7.21645475469077,7.01128402759012,7.09773978134037,7.75326162242604,7.77534519867672,8.0854833509742,7.62007662333845,7.93987087165619,7.84375257839066,7.46708062454792,7.67787729007187,7.87113929440575,6.0778089774777,6.11416212148155,6.5421733178226,6.56217900890001,6.69696543462095,6.88781564062341,6.41014656740633,7.18014441551366,7.09862269307935,6.57146935646949,6.78799386895506,6.88364402489802,6.70612712577071,6.77334388511319,6.82269026428969,7.33244545433623,7.17554053647535,7.38285076896256,7.15472279931707,7.36657060918623,7.43459012247312,7.07687743788313,7.24205698478586,7.27314330270396
Hydroxysteroid dehydrogenase-like protein 2,7.00042600002452,6.79090000002451,6.02937270002452,7.71253500002452,7.03185600002451,6.74676000002452,7.39036560002452,6.63021900002452,6.68602500002451,7.26500650002452,6.91950230002452,6.79882600002452,6.89065840002452,6.25771600002452,6.62480100002452,7.83867260002451,7.25018800002452,7.51567200002452,7.37075950002452,7.59691300002451,7.08003430002452,7.16227200002452,7.12054900002452,6.85034000002452,6.41157700002452,6.62635800002452,6.38295750002452,7.08246800002452,7.00598960002451,6.93165500002453,6.92170000002452,7.02483300002452,7.05803200002452,6.95482400002452,6.81643630002452,6.67372660002452,7.30145260002452,7.08788250002452,7.17506900002452,7.83096700002452,7.85046670002452,8.16386900002452,7.69467260002452,8.01781100002452,7.92172600002452,7.54966500002452,7.75862800002452,7.95241900002452,6.16755060002452,6.20433600002452,6.62990800002451,6.65646270002452,6.79136470002452,6.97833300002452,6.50208570002451,7.26384640002452,7.18973880002452,6.66848900002452,6.88040730002452,6.97646570002452,6.78404240002452,6.85316320002452,6.90000900002452,7.41131350002452,7.25747780002452,7.46104150002451,7.23339400002452,7.44504200002452,7.51160860002452,7.15890800002452,7.32508000002452,7.35289800002451
Hypoxanthine-guanine phosphoribosyltransferase,7.08593272057052,6.87962096084044,6.1495366109698,7.76919682872652,7.10918558236886,6.83186437686413,7.45885092105992,6.71948043326413,6.77730097204516,7.33971640861308,7.00332377287203,6.89353960980505,6.99028852925189,6.38141203455427,6.72321388230734,7.90970964550569,7.3347839880747,7.596010253731,7.45492448790179,7.67427300728391,7.16667542696947,7.25249584245294,7.21622504740968,6.95075895277678,6.53427268924958,6.74526617783737,6.51911108439909,7.1863437488244,7.11259851115366,7.05326187576008,7.0275660551167,7.13543192134558,7.16932250924219,7.06936943646159,6.93739035278595,6.80751035866774,7.38477288006506,7.19109669752279,7.27789919549521,7.91258406962499,7.93554929294186,8.23658714336216,7.78354944488937,8.09392399512955,7.99960879970438,7.63220639627389,7.83920217298702,8.03188118932846,6.30940782254935,6.34445177829858,6.7482118823522,6.77074651112173,6.89544908173698,7.08016372917939,6.62061976662708,7.36414571385687,7.27762462837766,6.78698913438943,6.98971657997535,7.09009603038788,6.92766476286398,6.98533741120019,7.03056717821428,7.51530042742859,7.36915532243061,7.56317949191806,7.34248453213215,7.54667379427672,7.60917258920708,7.27727833441623,7.43516761474206,7.46300918972286
Hypoxia up-regulated protein 1,6.84417158215921,6.6360814042869,5.89171666562654,7.54148609542208,6.86692673361331,6.58299591174505,7.22672783229275,6.47400370040408,6.52980811024284,7.10251428909825,6.75991449427858,6.64466164291892,6.74546729195214,6.1203639575204,6.47155074600834,7.68033406528338,7.09615891545052,7.3548659908385,7.21957551894559,7.43505534842907,6.91968763146366,7.00856764396007,6.97145963463099,6.69444193135631,6.28685497318899,6.49772363714283,6.26957869633504,6.94324739532528,6.86749822763265,6.80785480139691,6.78042652760724,6.89109863720476,6.92495004680465,6.82277750248138,6.69167565797841,6.55938752311879,7.14896453156101,6.95278647625675,7.03995748442538,7.68414235101632,7.70712580483685,8.01765191099443,7.55254459201339,7.87185206729846,7.77784156244546,7.39789072222416,7.60860654347276,7.80368387043218,6.05124064034418,6.08593349355921,6.49858846257698,6.51674724690061,6.64489402549384,6.83447152186336,6.36467498030092,7.12886907012318,7.03622130872327,6.5292191691012,6.73836416157347,6.84013467483202,6.67784729183881,6.73725235647078,6.78466663977951,7.27957568193369,7.12788044162724,7.32818881033908,7.10319035788022,7.31120653418381,7.37581972294908,7.03262139689165,7.19393471923278,7.2244154121264
Ig kappa chain C region,6.41975700002274,6.22550870002274,5.52809000002274,7.07277900002274,6.43523930002274,6.16996150002274,6.77786800002274,6.06187960002274,6.13335370002274,6.66096900002274,6.34192000002274,6.24125340002274,6.32733900002274,5.75519230002274,6.06399400002274,7.19832560002274,6.65001300002274,6.90771000002274,6.76526360002274,6.98091800002274,6.49146200002274,6.57570300002274,6.54814960002274,6.29416000002274,5.86153200002274,6.06229600002274,5.85297780002274,6.48252500002274,6.41214200002274,6.35615000002274,6.32640700002274,6.43495660002274,6.46872300002274,6.37247130002274,6.24886300002274,6.12814700002274,6.70275800002274,6.51987460002274,6.60290700002274,7.21221540002274,7.23136850002274,7.51574130002274,7.08745400002274,7.38290600002274,7.28877400002274,6.93826900002274,7.14023800002274,7.32987640002274,5.68667300002274,5.71936700002274,6.10250100002274,6.12611500002274,6.24204160002274,6.41989950002274,5.98129100002274,6.69403740002274,6.60485840002274,6.14391300002274,6.33431050002274,6.43660260002274,6.29778240002274,6.34637550002274,6.38708000002274,6.84881500002274,6.71209960002274,6.89371350002274,6.68352000002274,6.87823700002274,6.93207700002274,6.62528500002274,6.77260800002274,6.79767100002274
Ig mu chain C region,7.09211144573667,6.88877824065837,6.16204739681066,7.77207472320877,7.11248254269266,6.8356369321552,7.46416202056322,6.72652858401377,6.78528903541549,7.3424236532316,7.00896102570213,6.89925091551563,6.99740439103766,6.39067573376436,6.72866890195277,7.90727693494004,7.33856867735986,7.59627772930483,7.45889156547402,7.67268060569257,7.16868952664113,7.25490333677539,7.22078753130823,6.95328118094836,6.53789034705962,6.74671262761971,6.52357310069101,7.18242956284411,7.10921401288629,7.05182463908264,7.02306787689816,7.13306632398329,7.16715830426507,7.06678798240009,6.93806500368,6.80920231073401,7.38869492959268,7.1991445125455,7.28537772397147,7.91402201818792,7.93911863942873,8.23999444455048,7.78757785124203,8.09851615128022,8.00482786843455,7.63325687639355,7.84119691562164,8.03445003543171,6.31271585276881,6.34635016276066,6.75196645239477,6.77132035643664,6.89593952051962,7.08384382080502,6.62109345148472,7.37384221424213,7.28102656223032,6.78622532547339,6.98939211475171,7.09001190006168,6.93366807840271,6.99216225175704,7.03794792370077,7.52526671969859,7.37776953348055,7.57349395189828,7.35247183489353,7.55725782022808,7.61935158730398,7.2834950429705,7.44220647404312,7.47200665974491
Importin subunit alpha-3,6.8634396000248,6.6615300000248,5.9286800000248,7.5491867000248,6.8819230000248,6.6008625000248,7.2430396000248,6.4935480000248,6.5568233000248,7.1130915000248,6.7804430000248,6.6641090000248,6.7642580000248,6.1540400000248,6.4957814000248,7.6849484000248,7.1082153000248,7.3629794000248,7.2284317000248,7.4446177000248,6.9301640000248,7.0206230000248,6.9823275000248,6.7075562000248,6.2813377000248,6.4897090000248,6.2635717000248,6.9315085000248,6.8572288000248,6.7949104000248,6.7701383000248,6.8795915000248,6.9125610000248,6.8082995000248,6.6807590000248,6.5441484000248,7.1513550000248,6.9598346000248,7.0455740000248,7.6759070000248,7.6988707000248,8.0009740000248,7.5475800000248,7.8617930000248,7.7679320000248,7.3921666000248,7.5999600000248,7.7932453000248,6.0758004000248,6.1087823000248,6.5097837000248,6.5317707000248,6.6546283000248,6.8410296000248,6.3807554000248,7.1303190000248,7.0367293000248,6.5439835000248,6.7464850000248,6.8478036000248,6.6930737000248,6.7469150000248,6.7911050000248,7.2796764000248,7.1306760000248,7.3219776000248,7.1038933000248,7.3056474000248,7.3640847000248,7.0390544000248,7.1945900000248,7.2215204000248
Importin subunit beta-1,7.18588416845931,6.97702919325123,6.23079882435832,7.88762116295152,7.20921729895614,6.92602360698147,7.56996075651589,6.81391784820306,6.87347434183472,7.44519574149596,7.10178314758974,6.98627571865266,7.08427955960231,6.45902077959546,6.81194487248433,8.02113789175443,7.43536584943026,7.69954382753793,7.55937564013521,7.78036419343977,7.26274665288375,7.34905953683277,7.31008248626136,7.03945338285007,6.61826022416059,6.83086108002457,6.60073932323783,7.27859687364273,7.20354066139125,7.14138997957727,7.11559913832355,7.22636198318323,7.26123564888271,7.15743406319212,7.02488918817325,6.89162477065502,7.49167901730843,7.29103012460935,7.37860178790683,8.02640965986594,8.04927624283482,8.35803089014434,7.89463236606806,8.21316256957472,8.11716139447994,7.74061393145037,7.95050555747801,8.14666339585909,6.38487923141786,6.41958089514482,6.83571173244702,6.85790022759694,6.98749826614173,7.17680093549203,6.704763768217,7.46832253583059,7.38084615494099,6.87246262138122,7.08148997754413,7.18206739661182,7.01740663430115,7.07760074590178,7.12384347253399,7.62238931452189,7.47241926599201,7.6717095448929,7.44710588768326,7.65526347417332,7.71886238088669,7.37702089467452,7.53822912614788,7.56696286324047
Importin-4,6.58967000002337,6.37981750002337,5.63974600002337,7.28916800002337,6.62724260002337,6.35031650002337,6.97261430002338,6.23621460002337,6.28405800002337,6.85530950002337,6.50869130002337,6.39856860002337,6.49258300002337,5.87395800002337,6.22474860002337,7.42265220002337,6.84605550002337,7.10400340002337,6.97104550002337,7.18425370002337,6.68184570002337,6.75835900002337,6.71437700002337,6.45453740002337,6.07023570002337,6.28225100002337,6.04540600002337,6.72267340002337,6.64997770002337,6.58704800002337,6.56657300002337,6.67313600002337,6.70631700002337,6.60528300002337,6.47014950002337,6.33900100002337,6.89502140002337,6.69091750002337,6.77353570002337,7.42582850002337,7.44412570002337,7.74841000002337,7.29189540002337,7.60112800002337,7.50640800002337,7.14796300002337,7.35533240002337,7.54273400002338,5.78767800002337,5.82706500002337,6.24123500002337,6.26678000002337,6.39677430002337,6.57995560002337,6.11934380002337,6.85888300002337,6.78752370002337,6.28274250002337,6.48675900002337,6.58046870002337,6.42142960002337,6.48532870002337,6.53299760002337,7.02732300002337,6.88010360002337,7.08050000002337,6.85752400002337,7.06479930002337,7.13062860002337,6.78391930002337,6.94378660002337,6.97348930002337
Importin-5,7.0822430458094,6.87402599242014,6.13422962208044,7.77565484841103,7.10601861581537,6.82458902955765,7.46285635322316,6.7119526746679,6.77387823185311,7.34001605188586,6.99938041110191,6.8853625537281,6.98117097807657,6.36328973121211,6.71127841160929,7.90920210973322,7.32992317304137,7.5928446009926,7.45217846473669,7.6714975186265,7.16099976890209,7.24472424953947,7.20798802771815,6.93818177704424,6.51910332965394,6.73116832240958,6.50609968709207,7.17665086163675,7.1017638069256,7.03988362012928,7.01626371869302,7.12377244276121,7.15738382535814,7.05659464503519,6.92469507138543,6.79427511833981,7.38678511674417,7.18746647768908,7.27522094591512,7.91959398320517,7.94369319418557,8.24907543015701,7.78897591740589,8.10640465766206,8.01027185351677,7.63430241798411,7.84463026351602,8.0418132626767,6.28502212525434,6.32137938010105,6.7352577746724,6.75769310635473,6.88675354355757,7.07283391395491,6.60558315540092,7.3568328549045,7.27752242444214,6.76942146302386,6.97907898820666,7.07574603613922,6.90442222806113,6.96616692101926,7.01340654962561,7.51337563403339,7.36030151113838,7.56052146860585,7.33676062511327,7.54419000011373,7.60943635880348,7.26514921180521,7.42585132422887,7.45461769136878
Importin-7,6.74954813196399,6.54705593556294,5.81449166522669,7.4299933316318,6.77029068643848,6.49307641739696,7.12193200599586,6.38443709779014,6.43963727170785,7.00202780754987,6.66885574400808,6.5580966501122,6.65906604282417,6.03906470320072,6.38949692185832,7.57110105995581,6.99963378402469,7.25344750745613,7.12018005618313,7.33390532675589,6.82512691916414,6.91739021789996,6.8796909821228,6.60544788122344,6.19319599470391,6.40061494047315,6.1829202915927,6.83274086996149,6.7594394054773,6.70523719852632,6.67156570187946,6.78416419861353,6.81808969181573,6.71903662248451,6.59293140269563,6.46631443616733,7.04431916089864,6.85457169642028,6.94143510283548,7.56980099343002,7.59571573182928,7.89443312782648,7.44365869339974,7.75280956479825,7.65933606611493,7.28886068693093,7.49811434456317,7.6899351689409,5.95873815733232,5.99169405581456,6.39998089286215,6.41549868014368,6.53958797920128,6.72923514465677,6.26366325356033,7.02391213684059,6.92631783372298,6.43135636323841,6.6357728502701,6.73578158988897,6.57571991559185,6.63218697937209,6.67973650223359,7.16406457898158,7.01496097578078,7.21449179263634,6.99043933701183,7.19691459718034,7.26257070962647,6.92013141248397,7.0810040076457,7.11292071523425
Inorganic pyrophosphatase,6.86427057037164,6.65975973722711,5.92146416487098,7.54809856749162,6.8854815567244,6.60784789218748,7.23774528627883,6.49672749073792,6.55527768252677,7.11725174678207,6.78205817668734,6.67097452724598,6.76943738385366,6.15033233600536,6.49857083181419,7.68639766135633,7.11230437757295,7.37276574651639,7.23241411092709,7.45044673145591,6.94222997635779,7.02870222387926,6.99295071941021,6.72276019185931,6.30910358884546,6.51731320316887,6.292398431122,6.95431843746321,6.88068441999636,6.82303881565121,6.79361279330155,6.90451553868858,6.93801751112873,6.83824850078293,6.70849165155605,6.57993899407037,7.16205290797464,6.9681827887052,7.05430505628536,7.68926891805908,7.7106040614287,8.01015781928376,7.5581225877792,7.86839353717986,7.77385231841989,7.40786325243041,7.61520980180564,7.80743796152851,6.07265881225362,6.10671714016255,6.52024660903003,6.53946663592049,6.66580253265486,6.85319365298042,6.38710433381154,7.14030793825958,7.05245233184761,6.55397694881963,6.760336463056,6.86088878936878,6.70029364453164,6.75915648252193,6.80587307099847,7.29466685891576,7.14622742782828,7.34287518131103,7.12007512117701,7.32677711199325,7.389446660188,7.05147659561015,7.2105433416214,7.24029733011282
"Inorganic pyrophosphatase 2, mitochondrial",6.89032441207733,6.67833403967795,5.92527864481494,7.59502432797397,6.91795243096853,6.63598852027611,7.27623928797986,6.52159049126536,6.57603849400898,7.15316787744672,6.80703615486688,6.6919739961503,6.78654548860409,6.15548509296519,6.51629278430591,7.7284007666021,7.14192345450621,7.40611604675573,7.26372890929775,7.48517154299637,6.97243441914747,7.05396086321063,7.01351515161969,6.74011057524236,6.35013677021007,6.56284940943218,6.32699568841038,7.01047412012279,6.93558498894781,6.87323716877411,6.84987066218601,6.95818211219621,6.99206219935665,6.88921643744733,6.75365950993853,6.61994597078614,7.19313918831704,6.98763089863492,7.07439029573256,7.72779897140274,7.74723689101539,8.05915349075013,7.59249579005118,7.90952921075414,7.81430127664625,7.44325651771554,7.65157384868513,7.84548582721835,6.07663447117109,6.1168034606277,6.53471760904958,6.55663671925677,6.68811946795794,6.87607050107495,6.40377660185029,7.16192777067753,7.08349833882678,6.57203520123244,6.78101043754746,6.87808840783831,6.70259416211907,6.76578503837807,6.8136929811733,7.31800015693625,7.16467330083344,7.3682873434448,7.14346603140002,7.35181609728976,7.41775933139363,7.06920366694109,7.23226498049281,7.26122290678883
Inosine triphosphate pyrophosphatase,6.45134800002274,6.25663500002274,5.55315500002274,7.10671700002274,6.46649300002274,6.20058200002274,6.80861100002274,6.08982470002274,6.16146660002274,6.69274500002274,6.37456100002274,6.27194640002274,6.35690200002274,5.77931300002274,6.09095200002274,7.23472740002274,6.68229250002274,6.94319630002274,6.79759930002274,7.01210550002273,6.52354960002274,6.60695900002274,6.58029560002274,6.32725300002274,5.90717120002274,6.10924630002274,5.90034440002274,6.53065820002274,6.45828250002274,6.40228000002274,6.37249600002275,6.48074600002274,6.51329850002274,6.42110600002274,6.29468870002274,6.17557000002274,6.73480500002274,6.55023770002274,6.63506170002274,7.24279550002274,7.26635300002274,7.55882400002274,7.11718460002274,7.42056230002274,7.32765960002274,6.96984600002274,7.17263900002274,7.36385970002274,5.71437600002274,5.74515340002274,6.13130140002274,6.15262270002274,6.26885300002274,6.44890070002274,6.00489760002274,6.72396560002273,6.63419440002274,6.17296400002274,6.36426350002274,6.46628570002274,6.32609650002274,6.37627700002274,6.41629740002274,6.88306700002274,6.74313450002274,6.92758500002274,6.71438650002274,6.91090730002274,6.96627900002274,6.65683750002274,6.80630100002274,6.83048730002274
Inosine-5-monophosphate dehydrogenase 2,7.18398831213631,6.97301419392152,6.21792238923444,7.889982696683,7.21301599187458,6.92773543561665,7.57047049065098,6.81499368461778,6.86872244139159,7.44668177944372,7.1010157121882,6.98521351098226,7.08425943363523,6.45308253289572,6.81217951276152,8.02621351420916,7.43953540602619,7.70187284977455,7.56427858080876,7.78217620702792,7.2672986576031,7.3520835730814,7.31171725431592,7.03843282282124,6.62636106367108,6.83862538651145,6.60788868793155,7.28460624974859,7.20990319876929,7.14711331374172,7.12327298764224,7.23301546294376,7.26676890350244,7.16349838795459,7.03123585546681,6.89773023039977,7.49342342915394,7.29045170654594,7.37870750722511,8.03077966646146,8.05167994366672,8.36352691969318,7.89619610701562,8.21574479533288,8.11957643975284,7.74366954905418,7.95419726347349,8.15031810138866,6.37312941090748,6.40908045509854,6.82899095933408,6.84999938624479,6.98099229137575,7.17068100073041,6.69716847959014,7.46170393509854,7.37794113596824,6.86369641847375,7.07471781010749,7.17363888697463,7.00971936490629,7.07213934098149,7.11971459560761,7.62453253609658,7.47022879267696,7.67371875664425,7.44724698597361,7.65762451947095,7.72238731620211,7.37343544454312,7.53693074581126,7.56670719227964
Inositol monophosphatase 1,6.77227918197262,6.55829706960606,5.80569875146146,7.4828003943514,6.80833988553296,6.52466664248054,7.16204974220904,6.41010238295336,6.45953592801488,7.04077688346233,6.68886171377573,6.57317106519025,6.66817831989847,6.03590410563417,6.39771211624494,7.61251313016606,7.02605214503737,7.29026046195321,7.15346198250021,7.36987039551184,6.85890061021289,6.93820922656322,6.89507324243346,6.63192851981208,6.23090754720383,6.44307381635604,6.20539356392163,6.89356247199916,6.81897401547668,6.75339427657079,6.73515257840408,6.84122515998229,6.8759257084532,6.77015336550924,6.63553232882912,6.50015892906798,7.09143789832156,6.88479094304438,6.97037003951139,7.62957734843802,7.64724408627359,7.95671346247052,7.49326607583017,7.80950032831611,7.71376640222048,7.3449258261541,7.55417754921808,7.74724345876533,5.95814886791012,5.99289337168086,6.41712182734287,6.4442377029793,6.57804535870769,6.76283995153896,6.29361971610467,7.04722197817452,6.97546280017263,6.45725070528963,6.66983528044777,6.76248971634548,6.60031688398173,6.66677423280497,6.71522200452873,7.2262861417952,7.0708441355958,7.27643266252384,7.05089206201417,7.25999042835999,7.32472929537519,6.97454372575427,7.13888411906188,7.16680185595393
