protein,batch1_group1_rep1,batch1_group1_rep2,batch1_group1_rep3,batch1_group3_rep1,batch1_group3_rep2,batch1_group3_rep3,batch2_group1_rep1,batch2_group1_rep2,batch2_group1_rep3,batch2_group2_rep1,batch2_group2_rep2,batch2_group2_rep3,batch3_group1_rep1,batch3_group1_rep2,batch3_group1_rep3,batch3_group2_rep1,batch3_group2_rep2,batch3_group2_rep3,batch3_group3_rep1,batch3_group3_rep2,batch3_group3_rep3
108,46.7683108278388,46.4683036797845,46.2924227665798,45.0272686841352,45.5309896459809,44.8613650452142,47.807519572656,47.099197891634,47.3464859238249,44.5198711445546,44.6755124096136,44.9424482454626,46.7679269339146,47.1849079649477,46.871847442047,45.3118282325858,45.104825417678,45.1529223337875,45.7525875103425,45.6576891186098,46.0094284125216
109,43.5418056446269,43.3857270276613,43.4400390618694,40.8607428318876,40.6152760070761,40.5770453390563,43.8833346212167,43.0335357844575,43.0089706924488,41.2424923761729,41.2187844569691,41.3029163181862,42.8797527256838,43.7414826682326,43.5028333614262,41.9042063868351,41.967434023258,42.0214505027636,40.8926019422028,40.946546008105,40.8395118313398
11,43.2445330243613,42.5824598808612,42.3948310435444,42.1975619270802,42.3648026942568,42.5199446645339,42.5215634772464,41.7496731717756,42.4059223551828,43.2880862914744,42.7073656329006,43.1485311375244,41.7246283031951,42.2066413512178,42.4612250390233,43.0351621067018,43.3564580829817,43.00400954984,42.5976615896306,41.8738086885292,41.9681091035432
110,43.7275176658662,43.3970892834151,43.1737198493907,42.5366695437155,42.8346966787659,42.8907340727924,44.1562430576619,44.665655749722,44.3355525024623,41.5058968725194,41.52060316405,41.8981714137754,44.2017590199271,44.1759207785571,44.1300513816988,41.7514902595312,41.820371178525,41.823796008315,43.2684071987629,43.2114398405221,42.9775291011361
111,43.2970771303988,43.1702147018359,43.0725354861018,42.2094726770498,42.2536013966698,41.7386862618435,43.9573084626085,44.1432216416756,43.6247130734254,41.387333694242,41.2478899118733,42.1408892318134,43.4078339076244,43.8594565771627,43.7425182774697,41.9153390345642,41.7805797489787,42.1714637485248,42.2561543836951,42.3386491508122,42.0447933217119
112,46.5058729770274,46.1077206572968,45.8887126989169,44.6747473493203,44.5051853058184,44.6505951830083,46.5354069717033,46.0314918391646,46.1983713254853,44.6254053308945,44.635250418747,44.7459026345699,45.9624237585668,46.2661342643856,46.4979233963062,44.8622360944802,45.1196723146794,44.956857658484,44.9272370468601,44.7517345143742,44.5001040588393
113,42.1690502961074,42.1953009803622,41.7721483068734,41.3424572705332,41.0097461757362,41.6518492882101,42.3615209736337,42.5236910300748,42.5857798099093,40.3672452669387,40.7509536644967,40.7616676394239,42.4990691382708,42.1967494311978,42.1439140419658,40.7421004242245,41.1136500344296,41.0197730943166,41.8513337899981,41.5536396574468,41.4060795781687
114,44.2774360733313,44.5968642006915,44.0672655287147,42.4758480598845,42.4518520997849,42.4268335407812,44.6256847134067,43.9044951837334,43.9661254693603,42.6838388842774,42.9022406173407,42.6310788398268,44.3064462209818,44.3037958011015,44.1467378719589,43.1882974385198,43.0646429482929,43.5158280635637,42.8810342659782,42.8513758134826,42.6263447517773
115,46.1038477565113,45.2290062782301,45.7544993100968,44.0750879505494,43.8044920727848,43.736748436603,46.0576727670225,45.541454070636,45.697727584539,43.7456805242144,43.8365370637418,43.9655405381934,45.3432982845116,45.984492504446,45.8026690517013,44.5009180598235,44.2468518775601,44.4026820306776,44.0618505169667,44.1178452508164,43.7443304535385
116,43.7923156525135,43.5011503594182,43.4961301178568,42.432418209874,42.6501065057819,42.1408011797768,44.1199389084435,43.8297314935513,43.7810463126066,41.925925540885,41.9831148682472,42.4267451260592,43.4841580206984,43.7651148829768,43.8853037337233,42.8733674586864,42.6389343375666,42.7255703194861,42.5083758583392,42.2893783323496,42.0807427251281
117,45.8070561026168,45.3436018601623,45.177216067093,43.7848656479922,43.8937136900526,43.694865576961,46.0241784324805,45.5448219216525,45.4363675512187,43.6244751562646,43.6692147683006,43.8094939911889,45.4945433061735,45.9762357748896,45.5722297965135,44.1611898313417,43.9403182352994,44.3260954879046,44.0232502463882,44.203383520388,43.7872569414605
118,45.3171480433586,45.4393607389501,45.0296794110589,43.2544159046036,42.8601508859908,42.4141882965832,46.4405418871535,44.9938179313079,45.3819336581485,43.3843542014476,42.9865344795163,43.7304561932347,44.5299389299539,45.466775674556,45.3221849239027,43.7466609795365,43.5235396320606,43.8925125861767,43.3458194244921,43.7075907740747,43.1126388573441
119,47.368183286383,47.2728595875901,47.1030695142636,46.3529520025587,46.3840422475302,46.1310656826879,48.1201925619862,47.5565239638917,47.5588470190813,46.0280707139152,46.0762876543804,46.3688900179076,47.1710573524115,47.749320637123,47.6043147116906,46.634310622987,46.2765849687159,46.2185179719097,46.5493934623841,46.5652273078618,46.6740219991802
12,43.9391740081868,42.7776194066902,43.1916505739231,43.2422066153357,43.6030763028966,43.4856143654564,43.0946981250927,42.1640283041123,42.2705272597129,43.9271825200387,44.4838850432086,44.1771955234059,42.0639161530447,42.8864303882051,42.4674703738561,44.2292983627862,44.2429079323578,44.4419520139427,42.8928025341657,42.9248522505532,42.2988531178178
120,41.6094231306974,41.0975085299488,40.8647750799496,39.7604241263926,39.3539432664006,39.4492138876333,41.5618442323923,41.0143613913258,40.6562363917084,39.383765197649,39.7229734151249,40.2817307841686,40.5201135292504,41.388394501457,41.502441351105,39.928916545174,39.7643824970214,40.1348467158738,39.5824258213477,39.6987481323077,38.8612298509688
121,43.1507742356153,42.6019058017182,42.1969137665098,40.8292854048957,40.8458989039682,41.1050022661048,43.0787520124884,42.4284780114538,42.7131351378409,41.0484841550228,40.9635184197959,41.3243983886182,42.1184659432628,42.8461765538665,42.5703902597684,41.7134412253863,41.8075268774942,41.7548923351789,41.1676467133827,41.0279457701624,40.9378474783295
122,44.9076666843995,44.4449189632837,44.25591530872,43.2933232470182,43.3306333752955,43.3087716090839,45.3387585414715,45.1906837024778,45.2262144968011,42.7807740238773,42.6068205892449,43.1294817241641,44.4914704144125,45.0898247753266,44.9552047400823,43.2894092995105,42.9994922696958,43.2385286634051,43.802642264882,43.8260495909279,43.4555237231562
123,44.3252403569987,44.0756774346309,43.8475246417558,42.2014154112915,42.137275813769,42.1401755578015,44.1655539719213,43.5712376909135,43.5328842604719,42.526198314091,42.6879498739143,42.6104685088447,43.6723804720953,43.7050055050301,43.8943414282355,42.835398800294,43.0897266394169,43.1041385886533,42.5475737222257,42.4870452511563,41.8569021242136
124,46.0892297142381,45.8155921263865,45.4506622233854,45.7521395770744,46.0204580573684,45.7701206570833,46.444845692589,45.8808291242252,46.1159884740827,45.7958548676326,45.7218814556704,45.8681513771303,45.6116674025462,45.9677494755505,45.9176790318381,45.8057648688406,45.814468746447,45.9487511654068,46.0137169199537,45.8866152261503,45.6726442121654
125,45.2526508424745,44.6491046264403,44.2573087056405,44.4680899121207,44.5923151945215,44.7919576156652,45.0123995256909,44.6439562508537,44.9976425893978,44.5124983939195,44.4868116238253,45.0155197170224,43.7700626089326,44.9939849008374,44.8773613607602,44.9125488800795,44.6322613191245,44.6446816123576,44.4924940864642,44.4154906656009,44.3062213585544
126,42.2399769742548,42.1229068783657,42.2342275842524,42.3079766330443,42.4754778636305,41.7789922771515,42.3324253564668,42.1269905680291,42.1717716149681,42.2649723520584,42.0400553638311,42.2705333308211,42.2370092046932,42.1488668666637,42.3246126952425,42.1370151483271,42.2598279360175,42.5050765310974,42.180654618473,41.8544038110666,41.6731227289849
127,46.5052033243908,46.6867276092732,46.8359976266865,46.9816923868563,46.8697310241156,46.941853112924,47.0327556190875,46.9899275855802,47.0214315765649,46.668672033492,46.7422154150603,46.4429031302781,46.9693458570083,47.0872123660261,46.8140005680678,47.1287229403624,46.8633769819645,46.9065568973381,46.6322533557204,46.7670064923245,47.2404041056671
128,43.9415599828195,43.5907710613579,43.3216142279921,43.2912048302115,43.2724783201223,43.4608590940868,43.4391127334124,43.4391469859983,43.3446635300153,43.3779831672359,43.2792789594284,43.6427497132001,43.202876045739,43.4882011034259,43.5199664619884,43.6367312890881,43.6115546782273,43.5046328346584,43.1224608400782,43.1079939936293,42.9802392692037
129,46.0821354334375,45.3750365528571,45.8017232692318,45.9118169792592,46.0381835892601,45.8887043740153,46.2273671925732,45.9165795585935,45.8209164849892,45.551951837243,45.7286416050062,45.9893067265528,45.5829269262712,45.9740437494515,45.7865882980285,46.077894944636,45.8219868860504,46.1257363494101,45.9135194967933,45.7703728600223,45.6380963708841
13,40.5972514394631,40.1078888284643,40.0418020861,40.1585067778202,40.9464721672058,40.74134916535,39.7695758827896,39.4050684885363,39.5459045612707,41.0034034077833,41.2277813101361,40.8379759838429,39.6724778147896,39.723544354696,39.622786860737,41.5414218088614,41.2756493668753,41.6721671556576,39.986478580375,40.0289125846573,39.8143759284118
130,45.9079634147119,45.2401831296356,45.4955435416084,45.4700114649438,45.9376535908839,45.711903257938,45.6867348663912,45.6675621459519,45.6113568893704,45.1723519047924,45.4746316407304,45.2128920866215,45.6856164076962,45.541953460638,45.5965354802623,45.922024947494,45.6444754832846,45.5757688981458,45.4888861736934,45.3094173655916,45.453979835649
131,43.9229221038771,43.9727948967273,43.7552628430931,43.943421208728,43.9021130261231,43.745255518029,44.2529762951647,43.8761499719237,43.7076082213755,43.7567499296722,43.9090240314443,44.3251479970064,43.5067043636239,43.9754326066025,44.0391721500142,44.0942495712452,44.0007649504329,43.7244099750606,43.5706466516154,43.8060680993237,43.7802794045938
132,41.5641257713544,41.4448085199063,41.4445873631379,41.7103577176842,41.5055927790114,41.1475619678381,42.3040670385444,41.5003208239987,41.6634176824642,41.4185268273281,41.376586791038,41.7808934180373,41.2605738687761,41.7331548198036,41.6239902097476,41.531984531355,41.1985389699306,41.7261106062802,41.5313871601852,41.6961840471032,41.342098905484
133,44.9697977626244,45.1332812015941,44.7388189175973,44.5239999527699,44.498444574237,44.5732809191578,45.5807168133271,44.6045589434623,44.6427754184463,44.7541269000285,45.2019222535841,44.8834975920697,44.6977384551587,45.2776548217754,44.773876252104,44.8625185891559,44.7182125707325,44.8354593715863,44.8052094300641,44.8760300522142,44.9294887361142
134,43.5654728408275,43.4837136903652,43.585927492301,43.7182281164648,44.1242583689724,43.6855272974422,44.2818353478703,43.7089099200279,43.804054328916,43.5404101824478,43.7982889784958,43.4365095420527,43.9962217623747,43.7764675628377,43.5895795594254,43.8161177953938,43.8969756683261,43.8810372836459,43.8581334220699,43.7641411212186,44.27204742491
135,47.5866088060737,47.312043720364,47.4118449902246,47.9610863263252,47.7894277021397,47.9429311343941,47.6260713323596,47.6936238945182,47.51644315232,47.3586357150397,47.5909742644505,47.589405067973,47.5415277312121,47.6707386908119,47.6846653754195,47.8750441119869,47.5781221126923,47.672618632371,47.4514967238765,47.5600397244613,47.3078650845004
136,44.2265628081914,43.8507515185205,43.6584761626374,44.1776923200591,44.211811788138,43.6239673109575,44.8146593068498,44.1699890330893,44.1977257636045,43.6349175473001,43.6937904782075,44.4056084198569,43.6663132502105,44.3154448682894,44.2459271625916,43.9160171778541,44.0700762408232,44.026209763335,43.8340054864761,43.6882766799965,43.4984747119195
137,42.5820690575916,42.3623082172088,42.5094916024833,42.7462616595288,42.5155066612116,42.7795371294659,42.6824801509624,42.730550335831,42.5076237478103,42.1986491758116,42.5137345631986,42.5186344418669,42.4748103582518,42.8281312152059,42.3244009164796,42.8738753094018,42.6265718729593,42.8312100557886,42.3460367753926,42.3922396807287,42.5335109763151
138,45.5448981021387,45.5908721256742,45.7697476317862,45.7299211047729,45.7820889922552,45.6352537591309,45.8954081331848,45.7092530722762,45.7225836439566,45.6503757953972,45.5856938205417,45.6088488626001,45.7074400205038,45.7704124345949,45.6162574683045,45.8589071923617,46.0161942151789,46.1216480872121,45.6920417439066,45.300375938821,45.7105955812153
139,40.8637154653181,40.5322185063148,40.6962765043492,41.0801384848982,41.0397113768377,40.8951063089456,41.0728026525798,40.9888801080518,40.9034513590578,40.8203081600249,40.5207347826281,40.6390129532083,40.7944690279444,40.8644844466507,40.704541880265,41.0160285237423,40.878639951446,41.0091275979497,40.80951490507,40.8255205198738,40.5960998172577
14,41.6775399234503,41.4224188948612,42.0414314516111,41.6948305882419,42.011420357895,41.25361917721,41.8785676222034,40.876322125751,40.4736353820187,42.8480501787138,42.7871270618175,43.1708694422649,40.2179124095841,41.3314473543626,41.1115103766442,43.3567980730116,43.1684626981576,43.1038204716751,41.1354390871752,41.002161022213,41.5602142954305
140,42.3906455923144,42.5272324922566,42.1435869236801,42.7133828778686,42.372499334145,42.970424123148,42.2627537052125,42.2927404649048,42.3885515428937,42.653195881401,42.5148925853567,42.6339552237211,42.3108825117489,42.7467247841461,42.8527601217734,42.5639738673901,42.3147799063292,42.4810834481397,42.2609211789585,42.3348164872741,42.03010184271
141,43.8095377026682,43.3681666520589,43.4812587625828,43.4782655965164,43.6476222395068,43.5248847550692,43.8303507362245,43.6779660774852,43.3743048273656,43.0695254347262,43.5227557789721,43.7339237067535,43.2181844205226,43.4725651279285,43.3060823123951,43.7165315041361,43.6697473929593,44.1117374972476,43.5877391383285,43.3306611205137,42.9711890202164
142,43.8277960510623,43.5952092491164,43.1509076434899,43.509347025857,43.6889006597313,44.0280000849911,43.5510570305948,43.4705179181627,43.6868853752376,43.2862478277616,43.5303794290026,43.3336307174161,43.40489251786,43.3820330603656,43.6062757147186,43.9679338610237,43.8161061781287,43.6009805311223,43.4642738167785,43.3145997481847,43.2472957025286
143,44.3297413253487,44.3442187558651,43.772927540556,43.7232020937498,43.6599728278257,44.1213706151222,44.2072266988305,44.1589951422379,44.0863001965523,43.4973134247657,43.7024743874153,43.9112418944143,44.1011467361399,44.0575948557469,44.0917907725625,43.6637728366518,44.0698964610714,43.7072706920305,43.9735925534391,43.8515027131138,43.6855872557762
144,50.321389657757,50.1225257133477,49.9845087337057,50.0676248777501,49.9475581938287,49.875516312368,50.0584228354371,50.1315919653182,49.899423393942,49.8255647786958,49.8634203462358,50.4776865373,49.6117943809031,49.8596792570665,49.8500934285762,50.170838702105,50.0695983752425,50.3738564060286,49.9211156407023,49.9496190276342,49.3287104311028
145,42.9056833824238,42.253877050081,42.446907999718,41.9687216562381,42.4608911454467,41.9951342007242,42.5080706494969,42.1500790021666,42.2611178241913,41.9435449400468,42.0914695377182,42.9523148507791,41.7067780238635,41.927310227368,41.7936868908791,42.7390496575864,42.5843231816151,42.8668579830632,42.289714577112,42.0698950114098,41.6510033515363
146,47.8038683286697,47.5220215771311,47.6571517516255,47.7721441490088,47.6835983210504,47.5305471382812,48.1435908156332,47.569501605866,47.6728743228359,47.6893958825395,47.6980676839493,47.7800536356661,47.4985845493235,47.8060935532489,47.6089820517353,48.0216705027978,47.9551356070108,48.0217105166392,47.508361270876,47.4496481236794,47.7062800228667
147,42.7205235432721,42.4460952184328,42.7902217023484,42.7849686035066,43.043709825512,42.5646404369136,43.433252133611,42.853501310652,42.6714538936403,42.6706118612817,42.7159425229617,43.1490152337058,42.4641114118553,43.1013546632347,42.3728700063804,42.9959441558365,42.6682846082479,43.1337633287266,42.7981080039922,43.0649876952473,43.1712883504474
148,43.1092098817683,42.9617500191531,42.9306310319759,42.8530850278212,43.055271205934,43.086286257219,43.2922712128469,43.1701858106661,43.1861231027752,42.5051042440698,42.7881710724091,42.8601274173136,42.9414321322172,42.9213870060121,42.7874923358322,42.9978880290378,43.2491877614837,43.1642525176588,43.0873819610206,42.6764167672205,42.9346318997421
149,44.8800361221728,44.6041576900579,44.7507813488405,45.138233728113,44.9727402428437,44.942327917916,45.5398394122976,44.8803128483171,45.1748262341674,44.9447231564105,44.8459377419303,45.0037799917268,44.803206955913,45.2012550314195,44.9192595836033,44.9782886447656,45.1254723247512,45.3314900471016,45.029452306434,44.720429002267,44.936679309518
15,42.2568155436321,42.3457493982566,42.3627410652029,42.0557731715724,42.40133496352,42.1932377185339,42.3244938270812,41.689883691993,41.5145360635194,42.9099152845923,42.9657454509262,42.7335679458088,41.733939224426,41.7326094067903,41.7164888712335,43.3025161912884,43.4326126093744,43.6344873896401,42.0598386140424,41.7428496000387,41.9059514503631
150,44.6095619178475,44.5329217145911,44.1216119414146,44.181206922239,44.6365332473746,44.406029482442,44.8844017388817,44.5650834664709,44.3855914101469,44.1243254248374,44.4751496236691,44.6613675655159,44.0443328328822,44.4536733952882,44.4442634884986,44.6807729221525,44.64981421614,44.5536069268671,44.4113157071701,44.1940975287735,44.455871113537
151,47.4066377107474,47.1105657300052,46.9291402481594,46.8924043871791,47.3060663445045,47.2324386525473,47.1795051366177,47.164273470915,47.2378565312593,46.8898919186099,47.0043181989865,46.9053701348885,46.9516237634419,47.1382920975329,47.1591245407696,47.4271932011703,47.3571908847604,47.3647989694207,46.7640558024825,46.7495759704001,46.6983003501984
152,46.9592279104402,46.8753047374357,46.8008385602613,46.7844874156517,46.82506981625,46.840755323545,47.16721550149,46.8592546733195,46.8962638707764,46.9067374244431,46.7800643296646,46.9569221306763,46.6040419921821,47.0193036024491,47.0726744660996,47.1226208519945,47.012860582379,47.0935084520886,46.7077396234153,46.5602662504908,46.7021512529078
153,44.15955695761,44.3881361715277,44.4315689103249,44.3937423826222,44.2916837192748,44.3196164360433,44.8210018443201,44.6161515546289,44.2377316299935,44.5046653833011,44.3321772655578,44.3278816144658,44.4828798239098,44.8165117157916,44.554972335053,44.5517426938387,44.2728849631629,44.5438386699441,44.3837503441141,44.4624069797576,44.7064628588185
154,48.7000951645017,48.445553023795,48.5373964073333,48.5292895305368,48.5916530005677,48.6865069057407,48.57188109458,48.4941791751797,48.5085366921298,48.4137053017968,48.5985272797857,48.5558289641024,48.5434509001663,48.6070975677405,48.6395287166029,48.6380336637338,48.5658396396468,48.5866776120109,48.6310684084352,48.3790231339404,48.5033862872299
155,46.0791707205117,45.6660712232877,45.8364591130327,46.1982054696063,46.0177235366483,45.956468046796,46.5251007336915,45.885761268917,46.0115730387623,46.0341584998409,45.990879487724,46.3653309943758,45.3422831237029,46.1767815618348,46.2214226423495,46.2636093365501,46.110233717677,46.0423660858154,45.9627500891092,45.7297415779657,45.7636541681774
156,45.5454841973412,45.7041024219581,45.3575830428831,45.761372876064,45.857873190362,45.6170869253518,46.4826764212392,45.7832351743469,45.6063389996022,45.528978706097,45.7929247332925,45.7885775259527,45.4850536853446,45.6039164330692,45.5796940404325,45.9095583774113,46.1385697863188,45.981607519949,45.9246114787842,45.5453869607399,45.8951605691409
157,43.7796316479254,43.4520158894456,43.4195049412678,43.6719206633556,43.6091720359391,43.632184075705,44.0885716449788,43.4868411076486,43.4722769016796,43.6090091208812,43.7649979955627,43.9382536223368,43.0970180282446,43.7304266589739,43.7881407587469,43.8184253430654,43.7651394434413,43.7782453244065,43.5855778153816,43.4061862101375,43.2982080444213
158,42.6922762710684,42.0652205043842,42.2091768706808,42.1040313345782,42.2199535262927,42.3315224086992,42.5093527339836,42.2892442706083,42.329763263829,42.3028298088691,41.8134759077465,42.3384303125506,42.1374333357365,42.6305620565861,42.3355656520666,42.2346503457201,41.9489191019155,42.1455122235037,42.1627367413227,42.3596268267813,41.9640235837582
159,45.580689843278,46.0690984714567,45.4534142640717,45.8638235180085,45.9879696625098,45.5776776230325,46.1007910323491,45.5073729638874,45.7248773718472,45.9703213533454,45.8416366301457,46.2474494954447,45.3362057092666,45.8571933772634,46.2494458335498,45.9201378381689,45.6291772402387,45.5455292448146,45.539318573206,45.685096255405,45.7638523097754
16,41.8114647969747,41.0186955819412,41.1947114925137,41.7399750383755,41.223320243322,41.6902930583822,42.1099219649396,42.2902493875186,42.4611242742453,40.8349618393113,40.4838489285205,40.8324062297979,41.8202875975317,42.1724568524065,42.0512415899711,40.454842917642,40.8610068075338,40.977958593998,41.9257192441482,41.5135766578731,41.3374534757477
160,44.4471089719208,44.3272431606084,44.5271989327121,44.4153636764047,44.2474178916145,43.9922238367651,45.0630196838753,44.2769382181563,44.1759848476186,44.4186765125875,44.6200231024637,44.6845554864521,44.064731301162,44.5558285874608,44.4354463315332,44.6736550566581,44.5827216026676,44.6107192966056,44.2596046998614,44.2311558797387,44.3621194640893
161,43.4284394217522,43.3248775082529,43.4957457443686,43.8985614445216,43.7178552304533,43.633068452038,44.6157571417243,43.7365777998467,43.842068213,43.6586569423364,43.6760928466437,43.6155779788052,43.6059672195218,43.8921263896237,43.9525076499711,43.8918719304383,44.0713531165825,43.8057332452152,43.8393694497437,43.3227818594445,44.242079314129
162,44.1334981598174,43.6786052532284,43.5663212081751,43.4430756830968,43.8927424978174,44.0006614899821,43.7165083829095,43.8058377939856,43.7777121327937,43.5142725681686,43.6237120145639,43.2960861755199,43.8618165105905,43.5543098313438,43.8505764784121,43.8255069824047,43.8820217522247,43.8399708299525,43.6569740246697,43.4806610064567,43.2348543617983
163,43.3651783527969,43.4979623037653,43.284661687453,43.4259230542124,43.3101662886438,43.4769205214581,43.9926696086728,43.4836522697065,43.5945687518668,43.5832732809314,43.3691760646937,43.5431595401745,43.2280350924696,43.7142291687245,43.415543231008,43.4040822696332,43.6940514826656,43.7227793570084,43.5611820908435,43.3110044836284,43.7011299528064
164,45.4582319998298,45.3739273582153,45.2986007229356,45.6743159374877,45.9413090001056,45.7687924431502,46.100949495326,45.7475971175064,45.3587325277773,45.6688662111058,45.7523608995099,45.9711559984311,45.3391749724059,45.8832577767769,45.4653782891966,45.9145127967033,45.8202147914066,45.89464061194,45.6254217683451,45.5994266971679,45.9876379136385
165,42.5210750845354,42.3072094996525,42.2014578040434,42.3758263370442,42.4946627822179,42.4625954839262,42.277528472549,42.6083052810239,42.2607290347782,42.0842731518969,41.9719036677758,42.6044691173758,42.0310549578503,42.3152925188692,42.2231046754424,42.6132694000066,42.3806164850333,42.5816885213153,42.1045804140368,42.1638680499091,41.8823978130764
166,44.3365535195383,44.3315120440947,44.4403840696948,44.058218941324,44.4344453315121,44.5659845753221,44.1317491746268,44.4038718454808,44.4589221907285,44.1893154438317,44.2063723659266,43.8030037057826,44.3067535336067,44.3378609754159,44.3583421230543,44.820215321694,44.5370742625686,44.5677274344277,44.0757611339052,43.7761033244195,44.2245258503195
167,47.9708444219236,47.7662143249299,47.3743861034293,47.2946971877912,47.8304519372476,47.6445886235699,47.5673862495236,47.5379240755418,47.4391188209256,47.7450340870418,47.8384502621983,47.6262516548376,47.6859982541717,47.537618949073,47.584092577858,47.5782068527833,47.6754032668559,47.9297778359409,47.8709657075144,47.4639428854391,47.3116364755074
168,44.9483155452587,44.7614702111506,44.7410402070952,44.7217555132045,44.8066159930535,44.7208219329267,45.3599161815631,44.9474157444479,44.8404393195558,44.3243619811808,44.7304906846524,44.782817703096,44.7818044627665,44.8285193855294,44.5841292132737,44.8869620003329,45.0619688177257,45.1460052377947,44.734904365374,44.6382791862541,44.642763332124
169,46.2608169996065,46.3846830966219,46.0464669191212,46.1302320258914,46.0980738742911,46.6516897377363,46.5085016547153,46.5039955605122,46.2560885562951,46.0023792179131,46.1655326000435,46.3063094440971,46.1530389554833,46.5217296372801,46.1475681544554,46.4413290298941,46.508142348247,46.5164542828908,46.3517369277607,46.0757513112593,46.5290621205316
17,44.0628316009351,43.8581436410092,43.5398149576139,43.92668422664,44.082041814732,44.2053575020531,44.7066074813175,44.7132791401356,44.7681592472257,43.0838930618561,43.1286253915227,42.9078476880173,44.8962269496843,44.5333067544487,44.2688231671409,43.0316350625919,43.0742793428947,43.3146680411936,44.4376086118635,44.4903729702298,44.3826310878234
170,44.7771904082183,44.5314009417298,44.2736817902347,44.2388300829759,44.4830376608625,44.4939844979359,44.8776690902018,44.4023426407806,44.3670923943271,44.3991686809016,44.659343674795,44.6357542069701,44.2304929353851,44.325178983446,44.3860555807084,44.5165964478174,44.8176405545088,44.8847893705929,44.6859777891887,44.2137401088013,44.2619057305505
